index,build,test_index,RW,IODEPTH,SIZE,ENGINE,y_BANDWIDTH,run_index
479,Local,47,randwrite,32,1024,spdk_bdev,5333.33,9
480,Local,48,read,1,4,libaio,1333.33,0
481,Local,48,read,1,4,libaio,1333.33,1
482,Local,48,read,1,4,libaio,1333.33,2
483,Local,48,read,1,4,libaio,1000.0,3
484,Local,48,read,1,4,libaio,1333.33,4
485,Local,48,read,1,4,libaio,1333.33,5
486,Local,48,read,1,4,libaio,1000.0,6
487,Local,48,read,1,4,libaio,1333.33,7
488,Local,48,read,1,4,libaio,1333.33,8
489,Local,48,read,1,4,libaio,1000.0,9
490,Local,49,write,1,4,libaio,266.66,0
491,Local,49,write,1,4,libaio,2000.0,1
492,Local,49,write,1,4,libaio,2000.0,2
493,Local,49,write,1,4,libaio,2000.0,3
494,Local,49,write,1,4,libaio,2000.0,4
495,Local,49,write,1,4,libaio,2000.0,5
496,Local,49,write,1,4,libaio,2000.0,6
497,Local,49,write,1,4,libaio,2000.0,7
498,Local,49,write,1,4,libaio,2000.0,8
499,Local,49,write,1,4,libaio,2000.0,9
500,Local,50,randread,1,4,libaio,2000.0,0
501,Local,50,randread,1,4,libaio,1333.33,1
502,Local,50,randread,1,4,libaio,1000.0,2
503,Local,50,randread,1,4,libaio,1333.33,3
504,Local,50,randread,1,4,libaio,1333.33,4
505,Local,50,randread,1,4,libaio,1333.33,5
506,Local,50,randread,1,4,libaio,1333.33,6
507,Local,50,randread,1,4,libaio,1333.33,7
508,Local,50,randread,1,4,libaio,1000.0,8
509,Local,50,randread,1,4,libaio,1333.33,9
510,Local,51,randwrite,1,4,libaio,2000.0,0
511,Local,51,randwrite,1,4,libaio,2000.0,1
512,Local,51,randwrite,1,4,libaio,2000.0,2
513,Local,51,randwrite,1,4,libaio,2000.0,3
514,Local,51,randwrite,1,4,libaio,2000.0,4
515,Local,51,randwrite,1,4,libaio,2000.0,5
516,Local,51,randwrite,1,4,libaio,2000.0,6
517,Local,51,randwrite,1,4,libaio,2000.0,7
518,Local,51,randwrite,1,4,libaio,2000.0,8
519,Local,51,randwrite,1,4,libaio,2000.0,9
520,Local,52,read,16,4,libaio,1333.33,0
521,Local,52,read,16,4,libaio,1000.0,1
522,Local,52,read,16,4,libaio,1333.33,2
523,Local,52,read,16,4,libaio,1333.33,3
524,Local,52,read,16,4,libaio,1000.0,4
525,Local,52,read,16,4,libaio,1333.33,5
526,Local,52,read,16,4,libaio,1333.33,6
527,Local,52,read,16,4,libaio,1000.0,7
528,Local,52,read,16,4,libaio,1333.33,8
529,Local,52,read,16,4,libaio,1333.33,9
530,Local,53,write,16,4,libaio,1333.33,0
531,Local,53,write,16,4,libaio,1333.33,1
532,Local,53,write,16,4,libaio,1000.0,2
533,Local,53,write,16,4,libaio,1333.33,3
534,Local,53,write,16,4,libaio,1333.33,4
535,Local,53,write,16,4,libaio,1333.33,5
536,Local,53,write,16,4,libaio,1333.33,6
537,Local,53,write,16,4,libaio,1000.0,7
538,Local,53,write,16,4,libaio,1333.33,8
539,Local,53,write,16,4,libaio,1333.33,9
540,Local,54,randread,16,4,libaio,1000.0,0
541,Local,54,randread,16,4,libaio,1333.33,1
542,Local,54,randread,16,4,libaio,1000.0,2
543,Local,54,randread,16,4,libaio,1000.0,3
544,Local,54,randread,16,4,libaio,1333.33,4
545,Local,54,randread,16,4,libaio,1333.33,5
546,Local,54,randread,16,4,libaio,1000.0,6
547,Local,54,randread,16,4,libaio,1333.33,7
548,Local,54,randread,16,4,libaio,1333.33,8
549,Local,54,randread,16,4,libaio,1000.0,9
550,Local,55,randwrite,16,4,libaio,1333.33,0
551,Local,55,randwrite,16,4,libaio,1333.33,1
552,Local,55,randwrite,16,4,libaio,1333.33,2
553,Local,55,randwrite,16,4,libaio,1333.33,3
554,Local,55,randwrite,16,4,libaio,1000.0,4
555,Local,55,randwrite,16,4,libaio,1333.33,5
556,Local,55,randwrite,16,4,libaio,1333.33,6
557,Local,55,randwrite,16,4,libaio,1333.33,7
558,Local,55,randwrite,16,4,libaio,1333.33,8
559,Local,55,randwrite,16,4,libaio,1000.0,9
560,Local,56,read,32,4,libaio,1333.33,0
561,Local,56,read,32,4,libaio,1333.33,1
562,Local,56,read,32,4,libaio,1333.33,2
563,Local,56,read,32,4,libaio,1333.33,3
564,Local,56,read,32,4,libaio,1333.33,4
565,Local,56,read,32,4,libaio,1333.33,5
566,Local,56,read,32,4,libaio,1333.33,6
567,Local,56,read,32,4,libaio,1000.0,7
568,Local,56,read,32,4,libaio,1000.0,8
569,Local,56,read,32,4,libaio,1333.33,9
570,Local,57,write,32,4,libaio,1333.33,0
571,Local,57,write,32,4,libaio,1333.33,1
572,Local,57,write,32,4,libaio,1333.33,2
573,Local,57,write,32,4,libaio,1333.33,3
574,Local,57,write,32,4,libaio,1333.33,4
575,Local,57,write,32,4,libaio,1000.0,5
576,Local,57,write,32,4,libaio,1333.33,6
577,Local,57,write,32,4,libaio,1333.33,7
578,Local,57,write,32,4,libaio,1333.33,8
579,Local,57,write,32,4,libaio,1333.33,9
580,Local,58,randread,32,4,libaio,1000.0,0
581,Local,58,randread,32,4,libaio,1333.33,1
582,Local,58,randread,32,4,libaio,1333.33,2
583,Local,58,randread,32,4,libaio,1000.0,3
584,Local,58,randread,32,4,libaio,1333.33,4
585,Local,58,randread,32,4,libaio,1333.33,5
586,Local,58,randread,32,4,libaio,1000.0,6
587,Local,58,randread,32,4,libaio,1333.33,7
588,Local,58,randread,32,4,libaio,1333.33,8
589,Local,58,randread,32,4,libaio,1000.0,9
590,Local,59,randwrite,32,4,libaio,1333.33,0
591,Local,59,randwrite,32,4,libaio,1333.33,1
592,Local,59,randwrite,32,4,libaio,1333.33,2
593,Local,59,randwrite,32,4,libaio,1333.33,3
594,Local,59,randwrite,32,4,libaio,1333.33,4
595,Local,59,randwrite,32,4,libaio,1333.33,5
596,Local,59,randwrite,32,4,libaio,1000.0,6
597,Local,59,randwrite,32,4,libaio,1333.33,7
598,Local,59,randwrite,32,4,libaio,1333.33,8
599,Local,59,randwrite,32,4,libaio,1333.33,9
600,Local,60,read,1,10,libaio,2400.0,0
601,Local,60,read,1,10,libaio,2400.0,1
602,Local,60,read,1,10,libaio,3000.0,2
603,Local,60,read,1,10,libaio,3000.0,3
604,Local,60,read,1,10,libaio,2000.0,4
605,Local,60,read,1,10,libaio,3000.0,5
606,Local,60,read,1,10,libaio,3000.0,6
607,Local,60,read,1,10,libaio,2400.0,7
608,Local,60,read,1,10,libaio,2400.0,8
609,Local,60,read,1,10,libaio,3000.0,9
610,Local,61,write,1,10,libaio,3000.0,0
611,Local,61,write,1,10,libaio,3000.0,1
612,Local,61,write,1,10,libaio,3000.0,2
613,Local,61,write,1,10,libaio,3000.0,3
614,Local,61,write,1,10,libaio,3000.0,4
615,Local,61,write,1,10,libaio,3000.0,5
616,Local,61,write,1,10,libaio,3000.0,6
617,Local,61,write,1,10,libaio,3000.0,7
618,Local,61,write,1,10,libaio,3000.0,8
619,Local,61,write,1,10,libaio,3000.0,9
620,Local,62,randread,1,10,libaio,2000.0,0
621,Local,62,randread,1,10,libaio,2666.66,1
622,Local,62,randread,1,10,libaio,2000.0,2
623,Local,62,randread,1,10,libaio,1600.0,3
624,Local,62,randread,1,10,libaio,2666.66,4
625,Local,62,randread,1,10,libaio,2666.66,5
626,Local,62,randread,1,10,libaio,2000.0,6
627,Local,62,randread,1,10,libaio,2666.66,7
628,Local,62,randread,1,10,libaio,2666.66,8
629,Local,62,randread,1,10,libaio,2000.0,9
630,Local,63,randwrite,1,10,libaio,2666.66,0
631,Local,63,randwrite,1,10,libaio,2666.66,1
632,Local,63,randwrite,1,10,libaio,2666.66,2
633,Local,63,randwrite,1,10,libaio,2666.66,3
634,Local,63,randwrite,1,10,libaio,2666.66,4
635,Local,63,randwrite,1,10,libaio,2666.66,5
636,Local,63,randwrite,1,10,libaio,2666.66,6
637,Local,63,randwrite,1,10,libaio,2666.66,7
638,Local,63,randwrite,1,10,libaio,2666.66,8
639,Local,63,randwrite,1,10,libaio,2666.66,9
640,Local,64,read,16,10,libaio,3000.0,0
641,Local,64,read,16,10,libaio,3000.0,1
642,Local,64,read,16,10,libaio,2400.0,2
643,Local,64,read,16,10,libaio,3000.0,3
644,Local,64,read,16,10,libaio,3000.0,4
645,Local,64,read,16,10,libaio,2400.0,5
646,Local,64,read,16,10,libaio,3000.0,6
647,Local,64,read,16,10,libaio,3000.0,7
648,Local,64,read,16,10,libaio,2400.0,8
649,Local,64,read,16,10,libaio,3000.0,9
650,Local,65,write,16,10,libaio,2400.0,0
651,Local,65,write,16,10,libaio,2400.0,1
652,Local,65,write,16,10,libaio,2400.0,2
653,Local,65,write,16,10,libaio,2000.0,3
654,Local,65,write,16,10,libaio,1000.0,4
655,Local,65,write,16,10,libaio,2400.0,5
656,Local,65,write,16,10,libaio,2400.0,6
657,Local,65,write,16,10,libaio,2400.0,7
658,Local,65,write,16,10,libaio,2000.0,8
659,Local,65,write,16,10,libaio,2400.0,9
660,Local,66,randread,16,10,libaio,2666.66,0
661,Local,66,randread,16,10,libaio,1600.0,1
662,Local,66,randread,16,10,libaio,2666.66,2
663,Local,66,randread,16,10,libaio,2666.66,3
664,Local,66,randread,16,10,libaio,2666.66,4
665,Local,66,randread,16,10,libaio,2000.0,5
666,Local,66,randread,16,10,libaio,2000.0,6
667,Local,66,randread,16,10,libaio,2000.0,7
668,Local,66,randread,16,10,libaio,2000.0,8
669,Local,66,randread,16,10,libaio,2000.0,9
670,Local,67,randwrite,16,10,libaio,2000.0,0
671,Local,67,randwrite,16,10,libaio,2000.0,1
672,Local,67,randwrite,16,10,libaio,2000.0,2
673,Local,67,randwrite,16,10,libaio,2000.0,3
674,Local,67,randwrite,16,10,libaio,1600.0,4
675,Local,67,randwrite,16,10,libaio,2000.0,5
676,Local,67,randwrite,16,10,libaio,2000.0,6
677,Local,67,randwrite,16,10,libaio,2000.0,7
678,Local,67,randwrite,16,10,libaio,2000.0,8
679,Local,67,randwrite,16,10,libaio,1600.0,9
680,Local,68,read,32,10,libaio,3000.0,0
681,Local,68,read,32,10,libaio,2400.0,1
682,Local,68,read,32,10,libaio,2400.0,2
683,Local,68,read,32,10,libaio,3000.0,3
684,Local,68,read,32,10,libaio,3000.0,4
685,Local,68,read,32,10,libaio,2400.0,5
686,Local,68,read,32,10,libaio,3000.0,6
687,Local,68,read,32,10,libaio,3000.0,7
688,Local,68,read,32,10,libaio,2400.0,8
689,Local,68,read,32,10,libaio,3000.0,9
690,Local,69,write,32,10,libaio,2400.0,0
691,Local,69,write,32,10,libaio,2400.0,1
692,Local,69,write,32,10,libaio,2400.0,2
693,Local,69,write,32,10,libaio,2400.0,3
694,Local,69,write,32,10,libaio,2400.0,4
695,Local,69,write,32,10,libaio,2000.0,5
696,Local,69,write,32,10,libaio,2400.0,6
697,Local,69,write,32,10,libaio,2400.0,7
698,Local,69,write,32,10,libaio,2400.0,8
699,Local,69,write,32,10,libaio,2400.0,9
700,Local,70,randread,32,10,libaio,1600.0,0
701,Local,70,randread,32,10,libaio,2666.66,1
702,Local,70,randread,32,10,libaio,2666.66,2
703,Local,70,randread,32,10,libaio,1600.0,3
704,Local,70,randread,32,10,libaio,2000.0,4
705,Local,70,randread,32,10,libaio,2666.66,5
706,Local,70,randread,32,10,libaio,1600.0,6
707,Local,70,randread,32,10,libaio,2666.66,7
708,Local,70,randread,32,10,libaio,2666.66,8
709,Local,70,randread,32,10,libaio,2000.0,9
710,Local,71,randwrite,32,10,libaio,2000.0,0
711,Local,71,randwrite,32,10,libaio,2000.0,1
712,Local,71,randwrite,32,10,libaio,2000.0,2
713,Local,71,randwrite,32,10,libaio,2000.0,3
714,Local,71,randwrite,32,10,libaio,2000.0,4
715,Local,71,randwrite,32,10,libaio,2000.0,5
716,Local,71,randwrite,32,10,libaio,1600.0,6
717,Local,71,randwrite,32,10,libaio,2000.0,7
718,Local,71,randwrite,32,10,libaio,2000.0,8
719,Local,71,randwrite,32,10,libaio,2000.0,9
720,Local,72,read,1,100,libaio,5000.0,0
721,Local,72,read,1,100,libaio,4761.9,1
722,Local,72,read,1,100,libaio,5555.55,2
723,Local,72,read,1,100,libaio,5555.55,3
724,Local,72,read,1,100,libaio,5263.15,4
725,Local,72,read,1,100,libaio,5882.35,5
726,Local,72,read,1,100,libaio,5555.55,6
727,Local,72,read,1,100,libaio,5263.15,7
728,Local,72,read,1,100,libaio,5555.55,8
729,Local,72,read,1,100,libaio,5555.55,9
730,Local,73,write,1,100,libaio,4761.9,0
731,Local,73,write,1,100,libaio,4761.9,1
732,Local,73,write,1,100,libaio,4545.45,2
733,Local,73,write,1,100,libaio,4761.9,3
734,Local,73,write,1,100,libaio,4761.9,4
735,Local,73,write,1,100,libaio,4761.9,5
736,Local,73,write,1,100,libaio,4545.45,6
737,Local,73,write,1,100,libaio,4545.45,7
738,Local,73,write,1,100,libaio,4761.9,8
739,Local,73,write,1,100,libaio,4761.9,9
740,Local,74,randread,1,100,libaio,5000.0,0
741,Local,74,randread,1,100,libaio,4166.66,1
742,Local,74,randread,1,100,libaio,4347.82,2
743,Local,74,randread,1,100,libaio,5000.0,3
744,Local,74,randread,1,100,libaio,5000.0,4
745,Local,74,randread,1,100,libaio,5000.0,5
746,Local,74,randread,1,100,libaio,5000.0,6
747,Local,74,randread,1,100,libaio,5000.0,7
748,Local,74,randread,1,100,libaio,4347.82,8
749,Local,74,randread,1,100,libaio,5000.0,9
750,Local,75,randwrite,1,100,libaio,3571.42,0
751,Local,75,randwrite,1,100,libaio,3703.7,1
752,Local,75,randwrite,1,100,libaio,4761.9,2
753,Local,75,randwrite,1,100,libaio,4761.9,3
754,Local,75,randwrite,1,100,libaio,4761.9,4
755,Local,75,randwrite,1,100,libaio,4545.45,5
756,Local,75,randwrite,1,100,libaio,4761.9,6
757,Local,75,randwrite,1,100,libaio,4545.45,7
758,Local,75,randwrite,1,100,libaio,4545.45,8
759,Local,75,randwrite,1,100,libaio,4761.9,9
760,Local,76,read,16,100,libaio,5555.55,0
761,Local,76,read,16,100,libaio,5555.55,1
762,Local,76,read,16,100,libaio,5555.55,2
763,Local,76,read,16,100,libaio,5555.55,3
764,Local,76,read,16,100,libaio,5882.35,4
765,Local,76,read,16,100,libaio,5555.55,5
766,Local,76,read,16,100,libaio,5555.55,6
767,Local,76,read,16,100,libaio,5555.55,7
768,Local,76,read,16,100,libaio,5263.15,8
769,Local,76,read,16,100,libaio,5555.55,9
770,Local,77,write,16,100,libaio,3846.15,0
771,Local,77,write,16,100,libaio,3846.15,1
772,Local,77,write,16,100,libaio,3846.15,2
773,Local,77,write,16,100,libaio,3846.15,3
774,Local,77,write,16,100,libaio,3030.3,4
775,Local,77,write,16,100,libaio,2941.17,5
776,Local,77,write,16,100,libaio,3703.7,6
777,Local,77,write,16,100,libaio,3846.15,7
778,Local,77,write,16,100,libaio,3846.15,8
779,Local,77,write,16,100,libaio,3846.15,9
780,Local,78,randread,16,100,libaio,5555.55,0
781,Local,78,randread,16,100,libaio,5555.55,1
782,Local,78,randread,16,100,libaio,5882.35,2
783,Local,78,randread,16,100,libaio,5555.55,3
784,Local,78,randread,16,100,libaio,5555.55,4
785,Local,78,randread,16,100,libaio,5555.55,5
786,Local,78,randread,16,100,libaio,5555.55,6
787,Local,78,randread,16,100,libaio,5555.55,7
788,Local,78,randread,16,100,libaio,5555.55,8
789,Local,78,randread,16,100,libaio,5555.55,9
790,Local,79,randwrite,16,100,libaio,3846.15,0
791,Local,79,randwrite,16,100,libaio,3846.15,1
792,Local,79,randwrite,16,100,libaio,3703.7,2
793,Local,79,randwrite,16,100,libaio,3846.15,3
794,Local,79,randwrite,16,100,libaio,3846.15,4
795,Local,79,randwrite,16,100,libaio,3846.15,5
796,Local,79,randwrite,16,100,libaio,3846.15,6
797,Local,79,randwrite,16,100,libaio,3703.7,7
798,Local,79,randwrite,16,100,libaio,3030.3,8
799,Local,79,randwrite,16,100,libaio,3030.3,9
800,Local,80,read,32,100,libaio,5555.55,0
801,Local,80,read,32,100,libaio,5555.55,1
802,Local,80,read,32,100,libaio,5555.55,2
803,Local,80,read,32,100,libaio,5555.55,3
804,Local,80,read,32,100,libaio,5555.55,4
805,Local,80,read,32,100,libaio,5555.55,5
806,Local,80,read,32,100,libaio,5555.55,6
807,Local,80,read,32,100,libaio,5555.55,7
808,Local,80,read,32,100,libaio,5555.55,8
809,Local,80,read,32,100,libaio,5263.15,9
810,Local,81,write,32,100,libaio,3225.8,0
811,Local,81,write,32,100,libaio,3225.8,1
812,Local,81,write,32,100,libaio,3225.8,2
813,Local,81,write,32,100,libaio,3225.8,3
814,Local,81,write,32,100,libaio,3225.8,4
815,Local,81,write,32,100,libaio,3125.0,5
816,Local,81,write,32,100,libaio,3225.8,6
817,Local,81,write,32,100,libaio,3225.8,7
818,Local,81,write,32,100,libaio,3225.8,8
819,Local,81,write,32,100,libaio,3225.8,9
820,Local,82,randread,32,100,libaio,5263.15,0
821,Local,82,randread,32,100,libaio,5263.15,1
822,Local,82,randread,32,100,libaio,5555.55,2
823,Local,82,randread,32,100,libaio,5555.55,3
824,Local,82,randread,32,100,libaio,5555.55,4
825,Local,82,randread,32,100,libaio,5555.55,5
826,Local,82,randread,32,100,libaio,5555.55,6
827,Local,82,randread,32,100,libaio,5555.55,7
828,Local,82,randread,32,100,libaio,5555.55,8
829,Local,82,randread,32,100,libaio,5555.55,9
830,Local,83,randwrite,32,100,libaio,3225.8,0
831,Local,83,randwrite,32,100,libaio,3225.8,1
832,Local,83,randwrite,32,100,libaio,2631.57,2
833,Local,83,randwrite,32,100,libaio,2631.57,3
834,Local,83,randwrite,32,100,libaio,3225.8,4
835,Local,83,randwrite,32,100,libaio,3125.0,5
836,Local,83,randwrite,32,100,libaio,3225.8,6
837,Local,83,randwrite,32,100,libaio,3225.8,7
838,Local,83,randwrite,32,100,libaio,3225.8,8
839,Local,83,randwrite,32,100,libaio,3225.8,9
840,Local,84,read,1,1024,libaio,5953.48,0
841,Local,84,read,1,1024,libaio,5475.93,1
842,Local,84,read,1,1024,libaio,5446.8,2
843,Local,84,read,1,1024,libaio,6360.24,3
844,Local,84,read,1,1024,libaio,5475.93,4
845,Local,84,read,1,1024,libaio,5752.8,5
846,Local,84,read,1,1024,libaio,6360.24,6
847,Local,84,read,1,1024,libaio,5657.45,7
848,Local,84,read,1,1024,libaio,5595.62,8
849,Local,84,read,1,1024,libaio,4511.01,9
850,Local,85,write,1,1024,libaio,4762.79,0
851,Local,85,write,1,1024,libaio,5094.52,1
852,Local,85,write,1,1024,libaio,4740.74,2
853,Local,85,write,1,1024,libaio,4762.79,3
854,Local,85,write,1,1024,libaio,4762.79,4
855,Local,85,write,1,1024,libaio,4946.85,5
856,Local,85,write,1,1024,libaio,4740.74,6
857,Local,85,write,1,1024,libaio,4740.74,7
858,Local,85,write,1,1024,libaio,4740.74,8
859,Local,85,write,1,1024,libaio,5069.3,9
860,Local,86,randread,1,1024,libaio,5626.37,0
861,Local,86,randread,1,1024,libaio,4853.08,1
862,Local,86,randread,1,1024,libaio,4432.9,2
863,Local,86,randread,1,1024,libaio,5535.13,3
864,Local,86,randread,1,1024,libaio,4876.19,4
865,Local,86,randread,1,1024,libaio,5626.37,5
866,Local,86,randread,1,1024,libaio,5595.62,6
867,Local,86,randread,1,1024,libaio,4876.19,7
868,Local,86,randread,1,1024,libaio,5626.37,8
869,Local,86,randread,1,1024,libaio,4876.19,9
870,Local,87,randwrite,1,1024,libaio,4740.74,0
871,Local,87,randwrite,1,1024,libaio,4740.74,1
872,Local,87,randwrite,1,1024,libaio,4970.87,2
873,Local,87,randwrite,1,1024,libaio,4762.79,3
874,Local,87,randwrite,1,1024,libaio,4785.04,4
875,Local,87,randwrite,1,1024,libaio,4740.74,5
876,Local,87,randwrite,1,1024,libaio,5019.6,6
877,Local,87,randwrite,1,1024,libaio,4740.74,7
878,Local,87,randwrite,1,1024,libaio,4762.79,8
879,Local,87,randwrite,1,1024,libaio,4762.79,9
880,Local,88,read,16,1024,libaio,6692.81,0
881,Local,88,read,16,1024,libaio,6692.81,1
882,Local,88,read,16,1024,libaio,6606.45,2
883,Local,88,read,16,1024,libaio,6692.81,3
884,Local,88,read,16,1024,libaio,6606.45,4
885,Local,88,read,16,1024,libaio,6649.35,5
886,Local,88,read,16,1024,libaio,6692.81,6
887,Local,88,read,16,1024,libaio,6649.35,7
888,Local,88,read,16,1024,libaio,6649.35,8
889,Local,88,read,16,1024,libaio,6564.1,9
890,Local,89,write,16,1024,libaio,6206.06,0
891,Local,89,write,16,1024,libaio,5720.67,1
892,Local,89,write,16,1024,libaio,5657.45,2
893,Local,89,write,16,1024,libaio,6206.06,3
894,Local,89,write,16,1024,libaio,5688.88,4
895,Local,89,write,16,1024,libaio,5657.45,5
896,Local,89,write,16,1024,libaio,5657.45,6
897,Local,89,write,16,1024,libaio,6206.06,7
898,Local,89,write,16,1024,libaio,5720.67,8
899,Local,89,write,16,1024,libaio,5720.67,9
900,Local,90,randread,16,1024,libaio,6606.45,0
901,Local,90,randread,16,1024,libaio,6649.35,1
902,Local,90,randread,16,1024,libaio,6606.45,2
903,Local,90,randread,16,1024,libaio,6692.81,3
904,Local,90,randread,16,1024,libaio,6606.45,4
905,Local,90,randread,16,1024,libaio,6692.81,5
906,Local,90,randread,16,1024,libaio,6649.35,6
907,Local,90,randread,16,1024,libaio,6692.81,7
908,Local,90,randread,16,1024,libaio,6649.35,8
909,Local,90,randread,16,1024,libaio,6649.35,9
910,Local,91,randwrite,16,1024,libaio,5657.45,0
911,Local,91,randwrite,16,1024,libaio,6131.73,1
912,Local,91,randwrite,16,1024,libaio,5626.37,2
913,Local,91,randwrite,16,1024,libaio,5657.45,3
914,Local,91,randwrite,16,1024,libaio,6243.9,4
915,Local,91,randwrite,16,1024,libaio,5657.45,5
916,Local,91,randwrite,16,1024,libaio,5657.45,6
917,Local,91,randwrite,16,1024,libaio,5688.88,7
918,Local,91,randwrite,16,1024,libaio,6131.73,8
919,Local,91,randwrite,16,1024,libaio,5626.37,9
920,Local,92,read,32,1024,libaio,6692.81,0
921,Local,92,read,32,1024,libaio,6606.45,1
922,Local,92,read,32,1024,libaio,6692.81,2
923,Local,92,read,32,1024,libaio,6692.81,3
924,Local,92,read,32,1024,libaio,6606.45,4
925,Local,92,read,32,1024,libaio,6692.81,5
926,Local,92,read,32,1024,libaio,6692.81,6
927,Local,92,read,32,1024,libaio,6649.35,7
928,Local,92,read,32,1024,libaio,6564.1,8
929,Local,92,read,32,1024,libaio,6606.45,9
930,Local,93,write,32,1024,libaio,5389.47,0
931,Local,93,write,32,1024,libaio,5417.98,1
932,Local,93,write,32,1024,libaio,5885.05,2
933,Local,93,write,32,1024,libaio,5389.47,3
934,Local,93,write,32,1024,libaio,5361.25,4
935,Local,93,write,32,1024,libaio,5818.18,5
936,Local,93,write,32,1024,libaio,5446.8,6
937,Local,93,write,32,1024,libaio,5361.25,7
938,Local,93,write,32,1024,libaio,5446.8,8
939,Local,93,write,32,1024,libaio,5885.05,9
940,Local,94,randread,32,1024,libaio,6692.81,0
941,Local,94,randread,32,1024,libaio,6564.1,1
942,Local,94,randread,32,1024,libaio,6606.45,2
943,Local,94,randread,32,1024,libaio,6692.81,3
944,Local,94,randread,32,1024,libaio,6606.45,4
945,Local,94,randread,32,1024,libaio,6606.45,5
946,Local,94,randread,32,1024,libaio,6606.45,6
947,Local,94,randread,32,1024,libaio,6606.45,7
948,Local,94,randread,32,1024,libaio,6606.45,8
949,Local,94,randread,32,1024,libaio,6606.45,9
950,Local,95,randwrite,32,1024,libaio,5389.47,0
951,Local,95,randwrite,32,1024,libaio,5417.98,1
952,Local,95,randwrite,32,1024,libaio,5389.47,2
953,Local,95,randwrite,32,1024,libaio,5818.18,3
954,Local,95,randwrite,32,1024,libaio,5361.25,4
955,Local,95,randwrite,32,1024,libaio,5389.47,5
956,Local,95,randwrite,32,1024,libaio,5818.18,6
957,Local,95,randwrite,32,1024,libaio,5417.98,7
958,Local,95,randwrite,32,1024,libaio,5389.47,8
959,Local,95,randwrite,32,1024,libaio,5446.8,9
