index,build,test_index,SIZE,ENGINE,y_BANDWIDTH,run_index
0,Local,0,4,spdk_bdev,1785067134.0,0
1,Local,1,10,spdk_bdev,1956093561.0,0
2,Local,2,100,spdk_bdev,2177418778.0,0
3,Local,3,1024,spdk_bdev,2651758635.0,0
4,Local,6,100,libaio,986895058.0,0
5,Local,7,1024,libaio,1585651512.0,0
6,Local,10,100,io_uring,1438047085.0,0
7,Local,11,1024,io_uring,1677721600.0,0
